Device	IP Address	MAC Address	Interface
smc-core-c65-1	10.111.0.1	0000.0c07.ac6c	Vlan108
smc-core-c65-1	10.111.0.10	001b.1700.0110	Vlan108
smc-core-c65-1	10.111.0.100	8cdc.d423.1249	Vlan108
smc-core-c65-1	10.111.0.101	8851.fb5e.b7c9	Vlan108
smc-core-c65-1	10.111.0.102	d89e.f380.864d	Vlan108
smc-core-c65-1	10.111.0.103	d89e.f383.305e	Vlan108
smc-core-c65-1	10.111.0.104	b885.849e.ceda	Vlan108
smc-core-c65-1	10.111.0.105	7446.a098.6fa6	Vlan108
smc-core-c65-1	10.111.0.106	6c2b.59dc.99f9	Vlan108
smc-core-c65-1	10.111.0.107	d89e.f376.78ab	Vlan108
smc-core-c65-1	10.111.0.108	d89e.f399.b1d5	Vlan108
smc-core-c65-1	10.111.0.109	54bf.6490.fe03	Vlan108
smc-core-c65-1	10.111.0.111	b885.849e.c876	Vlan108
smc-core-c65-1	10.111.0.112	b885.849e.cf10	Vlan108
smc-core-c65-1	10.111.0.113	1c66.6d8a.aade	Vlan108
smc-core-c65-1	10.111.0.114	b885.84b5.ece2	Vlan108
smc-core-c65-1	10.111.0.115	d89e.f399.9e37	Vlan108
smc-core-c65-1	10.111.0.116	54bf.6492.d324	Vlan108
smc-core-c65-1	10.111.0.117	6c2b.59fb.65af	Vlan108
smc-core-c65-1	10.111.0.118	6c2b.59f1.e0cc	Vlan108
smc-core-c65-1	10.111.0.119	0001.6cd8.309a	Vlan108
smc-core-c65-1	10.111.0.120	1c66.6d8a.7d22	Vlan108
smc-core-c65-1	10.111.0.121	b885.849e.9b4b	Vlan108
smc-core-c65-1	10.111.0.122	d89e.f380.8eab	Vlan108
smc-core-c65-1	10.111.0.123	6451.065f.736c	Vlan108
smc-core-c65-1	10.111.0.124	1c66.6d8a.6934	Vlan108
smc-core-c65-1	10.111.0.125	8cdc.d423.123f	Vlan108
smc-core-c65-1	10.111.0.126	d89e.f394.7d90	Vlan108
smc-core-c65-1	10.111.0.127	b885.849e.df3c	Vlan108
smc-core-c65-1	10.111.0.128	d89e.f380.87ed	Vlan108
smc-core-c65-1	10.111.0.129	68f7.28d4.0a65	Vlan108
smc-core-c65-1	10.111.0.130	d89e.f376.7d1a	Vlan108
smc-core-c65-1	10.111.0.131	b885.849f.121c	Vlan108
smc-core-c65-1	10.111.0.132	0001.6cd8.30fc	Vlan108
smc-core-c65-1	10.111.0.133	d89e.f383.249b	Vlan108
smc-core-c65-1	10.111.0.134	6451.065f.737b	Vlan108
smc-core-c65-1	10.111.0.135	8851.fb5c.2c7a	Vlan108
smc-core-c65-1	10.111.0.136	d89e.f382.a4f0	Vlan108
smc-core-c65-1	10.111.0.137	b885.849e.cdc8	Vlan108
smc-core-c65-1	10.111.0.138	b885.849e.9cc8	Vlan108
smc-core-c65-1	10.111.0.139	8cdc.d425.dffe	Vlan108
smc-core-c65-1	10.111.0.140	d89e.f394.7ea0	Vlan108
smc-core-c65-1	10.111.0.141	c434.6b6c.02a5	Vlan108
smc-core-c65-1	10.111.0.142	1c66.6d8a.69a9	Vlan108
smc-core-c65-1	10.111.0.143	b885.849f.1194	Vlan108
smc-core-c65-1	10.111.0.144	0024.7e0a.cb7f	Vlan108
smc-core-c65-1	10.111.0.145	7446.a0b2.7e8f	Vlan108
smc-core-c65-1	10.111.0.146	7446.a0b7.67f9	Vlan108
smc-core-c65-1	10.111.0.147	d89e.f394.6cc7	Vlan108
smc-core-c65-1	10.111.0.148	c434.6b64.6d7d	Vlan108
smc-core-c65-1	10.111.0.149	d89e.f380.87b1	Vlan108
smc-core-c65-1	10.111.0.150	7446.a0ad.5f8b	Vlan108
smc-core-c65-1	10.111.0.151	7446.a099.b22a	Vlan108
smc-core-c65-1	10.111.0.152	1c66.6d8a.7d2a	Vlan108
smc-core-c65-1	10.111.0.153	54ee.7567.d656	Vlan108
smc-core-c65-1	10.111.0.154	d89e.f381.e03f	Vlan108
smc-core-c65-1	10.111.0.155	7446.a0b7.67a0	Vlan108
smc-core-c65-1	10.111.0.156	6c2b.59f0.516b	Vlan108
smc-core-c65-1	10.111.0.157	b885.849e.aaa3	Vlan108
smc-core-c65-1	10.111.0.158	b885.84b5.ed0a	Vlan108
smc-core-c65-1	10.111.0.159	6c0b.846c.4d31	Vlan108
smc-core-c65-1	10.111.0.160	7446.a0c0.c078	Vlan108
smc-core-c65-1	10.111.0.161	6c0b.8492.59aa	Vlan108
smc-core-c65-1	10.111.0.162	54bf.6492.cf30	Vlan108
smc-core-c65-1	10.111.0.163	00d0.56c2.82c0	Vlan108
smc-core-c65-1	10.111.0.164	d89e.f392.0d17	Vlan108
smc-core-c65-1	10.111.0.165	7446.a0be.068b	Vlan108
smc-core-c65-1	10.111.0.166	d89e.f394.6c56	Vlan108
smc-core-c65-1	10.111.0.167	1c66.6d8a.69ae	Vlan108
smc-core-c65-1	10.111.0.168	d89e.f393.e4eb	Vlan108
smc-core-c65-1	10.111.0.169	7446.a09b.6630	Vlan108
smc-core-c65-1	10.111.0.170	0001.6cd8.2f03	Vlan108
smc-core-c65-1	10.111.0.171	b885.849e.a904	Vlan108
smc-core-c65-1	10.111.0.173	54bf.6492.d2b3	Vlan108
smc-core-c65-1	10.111.0.174	00d0.56c2.8221	Vlan108
smc-core-c65-1	10.111.0.175	8cdc.d426.815b	Vlan108
smc-core-c65-1	10.111.0.176	d89e.f383.2937	Vlan108
smc-core-c65-1	10.111.0.178	1c66.6d8a.aa6d	Vlan108
smc-core-c65-1	10.111.0.179	6c2b.59f1.69b4	Vlan108
smc-core-c65-1	10.111.0.181	b885.849f.04b2	Vlan108
smc-core-c65-1	10.111.0.182	d89e.f394.2c37	Vlan108
smc-core-c65-1	10.111.0.183	b885.849e.af4c	Vlan108
smc-core-c65-1	10.111.0.184	54bf.6491.0777	Vlan108
smc-core-c65-1	10.111.0.185	d89e.f383.276d	Vlan108
smc-core-c65-1	10.111.0.186	7446.a0c0.c022	Vlan108
smc-core-c65-1	10.111.0.187	e4b9.7a7c.3df0	Vlan108
smc-core-c65-1	10.111.0.188	b885.849e.c8f0	Vlan108
smc-core-c65-1	10.111.0.189	d89e.f385.4b1a	Vlan108
smc-core-c65-1	10.111.0.190	1c66.6d8a.aba3	Vlan108
smc-core-c65-1	10.111.0.191	6c2b.59f1.e118	Vlan108
smc-core-c65-1	10.111.0.192	d89e.f372.dfee	Vlan108
smc-core-c65-1	10.111.0.194	6c2b.59f1.6961	Vlan108
smc-core-c65-1	10.111.0.195	d89e.f383.240e	Vlan108
smc-core-c65-1	10.111.0.196	c434.6b64.6d86	Vlan108
smc-core-c65-1	10.111.0.197	6c2b.59fb.0d3b	Vlan108
smc-core-c65-1	10.111.0.198	d89e.f383.305a	Vlan108
smc-core-c65-1	10.111.0.199	1c66.6d8a.b3f2	Vlan108
smc-core-c65-1	10.111.0.2	001c.57b6.9c80	Vlan108
smc-core-c65-1	10.111.0.20	6c2b.59f0.80df	Vlan108
smc-core-c65-1	10.111.0.200	d89e.f37c.0b45	Vlan108
smc-core-c65-1	10.111.0.201	d89e.f381.a06c	Vlan108
smc-core-c65-1	10.111.0.202	6c2b.59f1.e914	Vlan108
smc-core-c65-1	10.111.0.203	b885.84b5.480b	Vlan108
smc-core-c65-1	10.111.0.204	6c2b.59f1.bde7	Vlan108
smc-core-c65-1	10.111.0.205	d89e.f384.e4e8	Vlan108
smc-core-c65-1	10.111.0.206	1c66.6d8a.68f4	Vlan108
smc-core-c65-1	10.111.0.207	2c44.fd15.3cff	Vlan108
smc-core-c65-1	10.111.0.209	b885.849e.a45a	Vlan108
smc-core-c65-1	10.111.0.21	b885.84b5.f3ff	Vlan108
smc-core-c65-1	10.111.0.210	d89e.f398.e38b	Vlan108
smc-core-c65-1	10.111.0.211	1c66.6d8a.7f05	Vlan108
smc-core-c65-1	10.111.0.212	d89e.f39a.2ccc	Vlan108
smc-core-c65-1	10.111.0.214	b885.849e.d663	Vlan108
smc-core-c65-1	10.111.0.215	7446.a0ae.0060	Vlan108
smc-core-c65-1	10.111.0.217	b885.849e.cba7	Vlan108
smc-core-c65-1	10.111.0.218	1c66.6d8a.234b	Vlan108
smc-core-c65-1	10.111.0.219	d89e.f399.8fde	Vlan108
smc-core-c65-1	10.111.0.22	7446.a08e.ba8a	Vlan108
smc-core-c65-1	10.111.0.220	6451.0661.67cd	Vlan108
smc-core-c65-1	10.111.0.221	0001.6cd8.30ad	Vlan108
smc-core-c65-1	10.111.0.222	6c2b.59f1.e9e8	Vlan108
smc-core-c65-1	10.111.0.223	1c66.6d8a.6a3e	Vlan108
smc-core-c65-1	10.111.0.224	b885.84b5.f367	Vlan108
smc-core-c65-1	10.111.0.225	6c0b.846a.710b	Vlan108
smc-core-c65-1	10.111.0.226	1c66.6d8a.7da1	Vlan108
smc-core-c65-1	10.111.0.227	6c2b.59dd.1aa6	Vlan108
smc-core-c65-1	10.111.0.228	6c0b.8492.54db	Vlan108
smc-core-c65-1	10.111.0.229	6c0b.846a.759a	Vlan108
smc-core-c65-1	10.111.0.23	b885.849e.df50	Vlan108
smc-core-c65-1	10.111.0.230	6c2b.59fb.7cb7	Vlan108
smc-core-c65-1	10.111.0.231	1c66.6d8a.7d62	Vlan108
smc-core-c65-1	10.111.0.232	d89e.f383.1a6e	Vlan108
smc-core-c65-1	10.111.0.233	6c2b.59f0.84a5	Vlan108
smc-core-c65-1	10.111.0.234	b885.84b5.4d53	Vlan108
smc-core-c65-1	10.111.0.235	c434.6b5b.baea	Vlan108
smc-core-c65-1	10.111.0.236	6c2b.59f1.e1eb	Vlan108
smc-core-c65-1	10.111.0.237	1c66.6d8a.6add	Vlan108
smc-core-c65-1	10.111.0.238	e4b9.7a7a.e8ad	Vlan108
smc-core-c65-1	10.111.0.239	dc4a.3e65.46c2	Vlan108
smc-core-c65-1	10.111.0.24	d89e.f380.8d7c	Vlan108
smc-core-c65-1	10.111.0.240	b885.849e.9aa3	Vlan108
smc-core-c65-1	10.111.0.241	d89e.f380.82df	Vlan108
smc-core-c65-1	10.111.0.242	6c2b.59f0.80a1	Vlan108
smc-core-c65-1	10.111.0.243	d8cb.8a92.d3b9	Vlan108
smc-core-c65-1	10.111.0.244	8cdc.d426.8191	Vlan108
smc-core-c65-1	10.111.0.245	c434.6b6a.0783	Vlan108
smc-core-c65-1	10.111.0.246	54bf.6491.2159	Vlan108
smc-core-c65-1	10.111.0.247	b885.849e.af82	Vlan108
smc-core-c65-1	10.111.0.248	c81f.ea84.cf47	Vlan108
smc-core-c65-1	10.111.0.249	d89e.f37c.1d45	Vlan108
smc-core-c65-1	10.111.0.250	d89e.f383.2ada	Vlan108
smc-core-c65-1	10.111.0.251	d89e.f394.2f8f	Vlan108
smc-core-c65-1	10.111.0.252	e4b9.7a8d.0919	Vlan108
smc-core-c65-1	10.111.0.253	8cdc.d457.6ea9	Vlan108
smc-core-c65-1	10.111.0.254	1c66.6d8a.6a9b	Vlan108
smc-core-c65-1	10.111.0.255	1c66.6d8a.a751	Vlan108
smc-core-c65-1	10.111.0.26	6c0b.846c.49dd	Vlan108
smc-core-c65-1	10.111.0.27	b885.849e.8d36	Vlan108
smc-core-c65-1	10.111.0.28	1418.7741.0f05	Vlan108
smc-core-c65-1	10.111.0.29	0001.6cd8.30a2	Vlan108
smc-core-c65-1	10.111.0.3	001c.57b6.8c80	Vlan108
smc-core-c65-1	10.111.0.30	b885.849f.0252	Vlan108
smc-core-c65-1	10.111.0.31	7446.a0c0.c093	Vlan108
smc-core-c65-1	10.111.0.32	8cdc.d456.a85d	Vlan108
smc-core-c65-1	10.111.0.33	d89e.f383.2a0e	Vlan108
smc-core-c65-1	10.111.0.34	b885.849e.c9c0	Vlan108
smc-core-c65-1	10.111.0.35	6451.0661.22c7	Vlan108
smc-core-c65-1	10.111.0.36	d89e.f394.2f14	Vlan108
smc-core-c65-1	10.111.0.37	7446.a0c0.c060	Vlan108
smc-core-c65-1	10.111.0.38	1c66.6d8a.7d27	Vlan108
smc-core-c65-1	10.111.0.39	b885.849e.f4e5	Vlan108
smc-core-c65-1	10.111.0.4	001b.1700.0110	Vlan108
smc-core-c65-1	10.111.0.40	b885.849e.ef71	Vlan108
smc-core-c65-1	10.111.0.41	54bf.6499.50de	Vlan108
smc-core-c65-1	10.111.0.42	1c66.6d8a.7d07	Vlan108
smc-core-c65-1	10.111.0.43	d89e.f397.da7c	Vlan108
smc-core-c65-1	10.111.0.44	d89e.f376.6abc	Vlan108
smc-core-c65-1	10.111.0.45	d89e.f39a.2901	Vlan108
smc-core-c65-1	10.111.0.46	6c2b.59f7.2d8e	Vlan108
smc-core-c65-1	10.111.0.47	1c66.6d8a.6a48	Vlan108
smc-core-c65-1	10.111.0.48	6451.0661.21c2	Vlan108
smc-core-c65-1	10.111.0.49	d89e.f39a.2a6d	Vlan108
smc-core-c65-1	10.111.0.5	001b.1700.0110	Vlan108
smc-core-c65-1	10.111.0.50	1c66.6d8a.b44c	Vlan108
smc-core-c65-1	10.111.0.51	c434.6b6a.c62e	Vlan108
smc-core-c65-1	10.111.0.52	d89e.f383.037f	Vlan108
smc-core-c65-1	10.111.0.53	0001.6cd8.5071	Vlan108
smc-core-c65-1	10.111.0.54	6c2b.59dc.2527	Vlan108
smc-core-c65-1	10.111.0.55	6c0b.846c.4db4	Vlan108
smc-core-c65-1	10.111.0.56	6c0b.846c.4d2d	Vlan108
smc-core-c65-1	10.111.0.57	d89e.f399.687b	Vlan108
smc-core-c65-1	10.111.0.58	1c66.6d8a.a704	Vlan108
smc-core-c65-1	10.111.0.59	b885.849e.9dcf	Vlan108
smc-core-c65-1	10.111.0.6	001b.1700.0110	Vlan108
smc-core-c65-1	10.111.0.60	1c66.6d8a.6938	Vlan108
smc-core-c65-1	10.111.0.61	d89e.f380.8b7f	Vlan108
smc-core-c65-1	10.111.0.62	6451.065f.7392	Vlan108
smc-core-c65-1	10.111.0.63	1c66.6d8a.ab49	Vlan108
smc-core-c65-1	10.111.0.64	7446.a09b.63d5	Vlan108
smc-core-c65-1	10.111.0.65	54bf.6491.0430	Vlan108
smc-core-c65-1	10.111.0.66	b885.849f.0383	Vlan108
smc-core-c65-1	10.111.0.67	8cdc.d429.c39d	Vlan108
smc-core-c65-1	10.111.0.68	54bf.6492.ce9d	Vlan108
smc-core-c65-1	10.111.0.69	c434.6b6a.0622	Vlan108
smc-core-c65-1	10.111.0.7	0010.7f80.36ef	Vlan108
smc-core-c65-1	10.111.0.70	54bf.6499.b542	Vlan108
smc-core-c65-1	10.111.0.71	6c0b.846a.770c	Vlan108
smc-core-c65-1	10.111.0.73	d89e.f383.2b0d	Vlan108
smc-core-c65-1	10.111.0.74	d89e.f37c.1c41	Vlan108
smc-core-c65-1	10.111.0.75	d89e.f394.de05	Vlan108
smc-core-c65-1	10.111.0.76	54ee.75a9.fa82	Vlan108
smc-core-c65-1	10.111.0.77	08a5.c80f.e8a8	Vlan108
smc-core-c65-1	10.111.0.78	d89e.f394.dda7	Vlan108
smc-core-c65-1	10.111.0.79	1c66.6d8a.6a63	Vlan108
smc-core-c65-1	10.111.0.8	00e0.db42.ddb5	Vlan108
smc-core-c65-1	10.111.0.80	1c66.6d8a.a7d2	Vlan108
smc-core-c65-1	10.111.0.81	b885.849f.0102	Vlan108
smc-core-c65-1	10.111.0.82	d89e.f393.f51a	Vlan108
smc-core-c65-1	10.111.0.83	54ee.75a3.1df2	Vlan108
smc-core-c65-1	10.111.0.84	d89e.f399.b15d	Vlan108
smc-core-c65-1	10.111.0.85	54bf.6491.11e5	Vlan108
smc-core-c65-1	10.111.0.86	d89e.f380.8d68	Vlan108
smc-core-c65-1	10.111.0.87	d89e.f394.7e95	Vlan108
smc-core-c65-1	10.111.0.88	1866.da49.ad1c	Vlan108
smc-core-c65-1	10.111.0.89	54ee.756b.7ce6	Vlan108
smc-core-c65-1	10.111.0.9	001b.1700.0110	Vlan108
smc-core-c65-1	10.111.0.90	54ee.75ae.7308	Vlan108
smc-core-c65-1	10.111.0.91	8cdc.d423.1165	Vlan108
smc-core-c65-1	10.111.0.92	7446.a0b4.3c6d	Vlan108
smc-core-c65-1	10.111.0.93	8c04.ba62.ed2b	Vlan108
smc-core-c65-1	10.111.0.94	a0d3.c126.21fa	Vlan108
smc-core-c65-1	10.111.0.95	7446.a0b7.6831	Vlan108
smc-core-c65-1	10.111.0.96	d8cb.8a92.cf6a	Vlan108
smc-core-c65-1	10.111.0.97	8cdc.d423.1209	Vlan108
smc-core-c65-1	10.111.0.98	8cdc.d439.8d9f	Vlan108
smc-core-c65-1	10.111.0.99	6c2b.59d8.2ee2	Vlan108
smc-core-c65-1	10.111.1.0	d89e.f381.cc74	Vlan108
smc-core-c65-1	10.111.1.1	d89e.f385.813b	Vlan108
smc-core-c65-1	10.111.1.10	d89e.f376.790d	Vlan108
smc-core-c65-1	10.111.1.100	6c0b.846a.7db9	Vlan108
smc-core-c65-1	10.111.1.101	8851.fb5d.556b	Vlan108
smc-core-c65-1	10.111.1.102	54bf.6499.363d	Vlan108
smc-core-c65-1	10.111.1.103	b885.84b5.b6f1	Vlan108
smc-core-c65-1	10.111.1.104	8851.fb67.86a5	Vlan108
smc-core-c65-1	10.111.1.105	8851.fb56.7b63	Vlan108
smc-core-c65-1	10.111.1.106	1c66.6d8a.7d55	Vlan108
smc-core-c65-1	10.111.1.107	6c0b.846a.73bf	Vlan108
smc-core-c65-1	10.111.1.108	d89e.f394.7ea8	Vlan108
smc-core-c65-1	10.111.1.109	c434.6b64.6c85	Vlan108
smc-core-c65-1	10.111.1.11	1c66.6d8a.6939	Vlan108
smc-core-c65-1	10.111.1.110	0001.6cd8.30fb	Vlan108
smc-core-c65-1	10.111.1.111	d89e.f383.2b77	Vlan108
smc-core-c65-1	10.111.1.112	6c2b.59f1.df57	Vlan108
smc-core-c65-1	10.111.1.114	1c66.6d8a.6abb	Vlan108
smc-core-c65-1	10.111.1.115	d89e.f39a.2cfb	Vlan108
smc-core-c65-1	10.111.1.116	6c0b.846a.7712	Vlan108
smc-core-c65-1	10.111.1.117	d89e.f376.67de	Vlan108
smc-core-c65-1	10.111.1.118	7446.a09d.91c7	Vlan108
smc-core-c65-1	10.111.1.119	1866.da2f.c99d	Vlan108
smc-core-c65-1	10.111.1.12	6451.065f.7376	Vlan108
smc-core-c65-1	10.111.1.120	b885.849e.9f75	Vlan108
smc-core-c65-1	10.111.1.122	6c2b.59dc.ce82	Vlan108
smc-core-c65-1	10.111.1.123	0001.6cd8.30a6	Vlan108
smc-core-c65-1	10.111.1.124	8cdc.d423.142c	Vlan108
smc-core-c65-1	10.111.1.125	6c2b.59f1.df9e	Vlan108
smc-core-c65-1	10.111.1.126	6c2b.59f1.ec78	Vlan108
smc-core-c65-1	10.111.1.127	d89e.f383.335c	Vlan108
smc-core-c65-1	10.111.1.128	b885.849e.ce27	Vlan108
smc-core-c65-1	10.111.1.129	d89e.f394.e2d7	Vlan108
smc-core-c65-1	10.111.1.13	54ee.7578.9a40	Vlan108
smc-core-c65-1	10.111.1.130	1c66.6d8a.7d95	Vlan108
smc-core-c65-1	10.111.1.131	6c2b.59f8.4221	Vlan108
smc-core-c65-1	10.111.1.132	6c2b.59f1.69d6	Vlan108
smc-core-c65-1	10.111.1.133	6c2b.59d9.bf30	Vlan108
smc-core-c65-1	10.111.1.134	7446.a0b7.679e	Vlan108
smc-core-c65-1	10.111.1.136	d89e.f381.e1e5	Vlan108
smc-core-c65-1	10.111.1.137	6c2b.59f1.5d11	Vlan108
smc-core-c65-1	10.111.1.138	e454.e84c.b0b4	Vlan108
smc-core-c65-1	10.111.1.139	7446.a0c0.c129	Vlan108
smc-core-c65-1	10.111.1.14	1c66.6d8a.aa3d	Vlan108
smc-core-c65-1	10.111.1.140	7446.a09b.6507	Vlan108
smc-core-c65-1	10.111.1.141	6c2b.59f1.67a2	Vlan108
smc-core-c65-1	10.111.1.142	6c2b.59f0.5124	Vlan108
smc-core-c65-1	10.111.1.143	6c2b.59f1.67ad	Vlan108
smc-core-c65-1	10.111.1.144	8cdc.d426.9a63	Vlan108
smc-core-c65-1	10.111.1.145	d89e.f39a.33eb	Vlan108
smc-core-c65-1	10.111.1.146	1c66.6d8a.b3e2	Vlan108
smc-core-c65-1	10.111.1.147	54bf.6491.1215	Vlan108
smc-core-c65-1	10.111.1.148	54ee.7578.e77e	Vlan108
smc-core-c65-1	10.111.1.149	54bf.6491.0f26	Vlan108
smc-core-c65-1	10.111.1.15	1c66.6d8a.ab96	Vlan108
smc-core-c65-1	10.111.1.150	1c66.6d8a.4326	Vlan108
smc-core-c65-1	10.111.1.151	d89e.f384.e01c	Vlan108
smc-core-c65-1	10.111.1.152	b885.849e.a818	Vlan108
smc-core-c65-1	10.111.1.153	4ccc.6ac2.b5f6	Vlan108
smc-core-c65-1	10.111.1.154	b885.84b5.b1d9	Vlan108
smc-core-c65-1	10.111.1.155	6c0b.846a.78ce	Vlan108
smc-core-c65-1	10.111.1.156	b885.849e.9c8f	Vlan108
smc-core-c65-1	10.111.1.157	d89e.f383.24af	Vlan108
smc-core-c65-1	10.111.1.158	d89e.f384.e1ab	Vlan108
smc-core-c65-1	10.111.1.159	6c2b.59dc.24ba	Vlan108
smc-core-c65-1	10.111.1.16	54bf.6499.c322	Vlan108
smc-core-c65-1	10.111.1.160	d89e.f376.6a44	Vlan108
smc-core-c65-1	10.111.1.161	1c66.6d8a.8128	Vlan108
smc-core-c65-1	10.111.1.162	e454.e8a5.b8e3	Vlan108
smc-core-c65-1	10.111.1.163	4ccc.6ac2.b990	Vlan108
smc-core-c65-1	10.111.1.164	d89e.f399.8f6c	Vlan108
smc-core-c65-1	10.111.1.165	d89e.f374.6898	Vlan108
smc-core-c65-1	10.111.1.166	6c2b.59d8.3144	Vlan108
smc-core-c65-1	10.111.1.167	6c2b.59fb.7d4b	Vlan108
smc-core-c65-1	10.111.1.168	d89e.f376.7cd1	Vlan108
smc-core-c65-1	10.111.1.169	6c2b.59dd.22e4	Vlan108
smc-core-c65-1	10.111.1.17	54bf.6497.a6da	Vlan108
smc-core-c65-1	10.111.1.170	b885.849e.a8f9	Vlan108
smc-core-c65-1	10.111.1.171	6c2b.59f8.4586	Vlan108
smc-core-c65-1	10.111.1.172	6c2b.59f8.4025	Vlan108
smc-core-c65-1	10.111.1.173	1c66.6d8a.8a27	Vlan108
smc-core-c65-1	10.111.1.175	d89e.f380.88c1	Vlan108
smc-core-c65-1	10.111.1.176	8cdc.d429.c375	Vlan108
smc-core-c65-1	10.111.1.177	7446.a0b2.61c1	Vlan108
smc-core-c65-1	10.111.1.178	6c2b.59f1.677c	Vlan108
smc-core-c65-1	10.111.1.179	54bf.6490.fdef	Vlan108
smc-core-c65-1	10.111.1.18	8c04.ba62.ec8e	Vlan108
smc-core-c65-1	10.111.1.180	54bf.6492.cff4	Vlan108
smc-core-c65-1	10.111.1.181	54ee.75ae.2a3d	Vlan108
smc-core-c65-1	10.111.1.182	54ee.75cd.fe73	Vlan108
smc-core-c65-1	10.111.1.183	8c04.ba50.fdc7	Vlan108
smc-core-c65-1	10.111.1.184	7446.a0b4.3cc4	Vlan108
smc-core-c65-1	10.111.1.185	e454.e84c.b00a	Vlan108
smc-core-c65-1	10.111.1.186	d89e.f394.7e4e	Vlan108
smc-core-c65-1	10.111.1.187	6c2b.59f1.69d7	Vlan108
smc-core-c65-1	10.111.1.188	0001.6cd8.300c	Vlan108
smc-core-c65-1	10.111.1.189	1c66.6d8a.ac52	Vlan108
smc-core-c65-1	10.111.1.19	d89e.f376.796b	Vlan108
smc-core-c65-1	10.111.1.190	1c66.6d8a.ac49	Vlan108
smc-core-c65-1	10.111.1.191	6c0b.8492.586c	Vlan108
smc-core-c65-1	10.111.1.192	d89e.f383.032e	Vlan108
smc-core-c65-1	10.111.1.193	d89e.f38c.f186	Vlan108
smc-core-c65-1	10.111.1.194	d89e.f397.c3e2	Vlan108
smc-core-c65-1	10.111.1.195	54bf.6499.c26b	Vlan108
smc-core-c65-1	10.111.1.196	b885.849e.aaaa	Vlan108
smc-core-c65-1	10.111.1.197	6c0b.8492.5863	Vlan108
smc-core-c65-1	10.111.1.198	b885.84b5.b21f	Vlan108
smc-core-c65-1	10.111.1.199	6c2b.59f1.676c	Vlan108
smc-core-c65-1	10.111.1.2	e4b9.7ad2.e12a	Vlan108
smc-core-c65-1	10.111.1.20	d89e.f376.6aab	Vlan108
smc-core-c65-1	10.111.1.200	d89e.f380.9c82	Vlan108
smc-core-c65-1	10.111.1.201	d8d0.9019.46a3	Vlan108
smc-core-c65-1	10.111.1.202	1866.da49.955c	Vlan108
smc-core-c65-1	10.111.1.203	b885.849e.ab07	Vlan108
smc-core-c65-1	10.111.1.204	6c0b.846a.7776	Vlan108
smc-core-c65-1	10.111.1.205	b885.84b5.b70c	Vlan108
smc-core-c65-1	10.111.1.206	7446.a0b2.7dae	Vlan108
smc-core-c65-1	10.111.1.207	54ee.75ae.7229	Vlan108
smc-core-c65-1	10.111.1.208	6451.0661.2240	Vlan108
smc-core-c65-1	10.111.1.209	6c2b.59f1.ec14	Vlan108
smc-core-c65-1	10.111.1.21	54bf.6491.0ae8	Vlan108
smc-core-c65-1	10.111.1.210	6c2b.59fb.6a79	Vlan108
smc-core-c65-1	10.111.1.211	7446.a0b4.3cf5	Vlan108
smc-core-c65-1	10.111.1.212	1c66.6d8a.6a50	Vlan108
smc-core-c65-1	10.111.1.213	7446.a099.83a3	Vlan108
smc-core-c65-1	10.111.1.214	1c66.6d8a.a75d	Vlan108
smc-core-c65-1	10.111.1.216	7446.a0b3.3836	Vlan108
smc-core-c65-1	10.111.1.217	6c2b.59f1.007b	Vlan108
smc-core-c65-1	10.111.1.218	d89e.f383.309a	Vlan108
smc-core-c65-1	10.111.1.219	7446.a098.6c23	Vlan108
smc-core-c65-1	10.111.1.22	d89e.f39a.8aa3	Vlan108
smc-core-c65-1	10.111.1.220	d89e.f394.dc83	Vlan108
smc-core-c65-1	10.111.1.221	6c2b.59fb.6461	Vlan108
smc-core-c65-1	10.111.1.222	54bf.6490.fdef	Vlan108
smc-core-c65-1	10.111.1.223	8cdc.d424.c971	Vlan108
smc-core-c65-1	10.111.1.224	d89e.f37c.1ab3	Vlan108
smc-core-c65-1	10.111.1.225	d89e.f376.7be2	Vlan108
smc-core-c65-1	10.111.1.226	7446.a0ae.4113	Vlan108
smc-core-c65-1	10.111.1.227	7446.a0b7.6770	Vlan108
smc-core-c65-1	10.111.1.228	0001.6cd8.2f0b	Vlan108
smc-core-c65-1	10.111.1.229	1c66.6d8a.459f	Vlan108
smc-core-c65-1	10.111.1.23	6c2b.59f9.2c5b	Vlan108
smc-core-c65-1	10.111.1.230	1c66.6d8a.663b	Vlan108
smc-core-c65-1	10.111.1.231	b885.849f.05f6	Vlan108
smc-core-c65-1	10.111.1.232	0001.6cd8.50c2	Vlan108
smc-core-c65-1	10.111.1.233	6c2b.59f9.32fe	Vlan108
smc-core-c65-1	10.111.1.234	8cec.4b3f.e4ce	Vlan108
smc-core-c65-1	10.111.1.236	7446.a0ae.4111	Vlan108
smc-core-c65-1	10.111.1.237	7446.a09b.6634	Vlan108
smc-core-c65-1	10.111.1.238	b885.84b5.4d0e	Vlan108
smc-core-c65-1	10.111.1.239	54ee.75ae.2b92	Vlan108
smc-core-c65-1	10.111.1.24	6c0b.846c.49c1	Vlan108
smc-core-c65-1	10.111.1.240	d89e.f382.9345	Vlan108
smc-core-c65-1	10.111.1.242	6c0b.8492.59f8	Vlan108
smc-core-c65-1	10.111.1.243	1c66.6d8a.ac5c	Vlan108
smc-core-c65-1	10.111.1.244	7446.a0be.0708	Vlan108
smc-core-c65-1	10.111.1.245	d89e.f394.7e24	Vlan108
